id,code,province,date,avg_temp,min_temp,max_temp,avg_relative_humidity
1,10000,Seoul,1/1/2016,1.2,-3.3,4,73
2,11000,Busan,1/1/2016,5.3,1.1,10.9,52.1
3,12000,Daegu,1/1/2016,1.7,-4,8,70.5
4,13000,Gwangju,1/1/2016,3.2,-1.5,8.1,73.1
5,14000,Incheon,1/1/2016,3.1,-0.4,5.7,83.9
6,15000,Daejeon,1/1/2016,1.6,-4.2,7.7,77.4
7,16000,Ulsan,1/1/2016,4,-1.6,12,53.3
8,20000,Gyeonggi-do,1/1/2016,1.6,-4.2,5.7,80.1
9,30000,Gangwon-do,1/1/2016,5.1,2.1,8.9,33
10,40000,Chungcheongbuk-do,1/1/2016,-1,-5.9,4.1,79.4
11,41000,Chungcheongnam-do,1/1/2016,2.6,-4.4,7.5,86.3
12,50000,Jeollabuk-do,1/1/2016,2.8,-2,7.7,74.4
13,51000,Jeollanam-do,1/1/2016,4.5,0.6,8.7,54.5
14,60000,Gyeongsangbuk-do,1/1/2016,3.5,-2.1,8.2,47.6
15,61000,Gyeongsangnam-do,1/1/2016,2.5,-2,7.9,59.1
16,70000,Jeju-do,1/1/2016,8.2,5.2,10.8,60.1
17,10000,Seoul,1/2/2016,5.7,1,9.5,76.9
18,11000,Busan,1/2/2016,8.1,4.6,12.2,62.9
19,12000,Daegu,1/2/2016,3,-2.7,9.9,74.8
20,13000,Gwangju,1/2/2016,6.5,1.3,12.7,78.6
21,14000,Incheon,1/2/2016,7.4,4,11.1,93.1
22,15000,Daejeon,1/2/2016,6.6,2,12.3,76.5
23,16000,Ulsan,1/2/2016,5.6,0.3,14.2,61
24,20000,Gyeonggi-do,1/2/2016,5.8,1.2,10.3,83.1
25,30000,Gangwon-do,1/2/2016,9.1,5.5,11.2,43.8
26,40000,Chungcheongbuk-do,1/2/2016,3.5,0.4,9.9,74.9
27,41000,Chungcheongnam-do,1/2/2016,6.5,3.6,10.6,91.4
28,50000,Jeollabuk-do,1/2/2016,7.6,2.7,12.9,73.3
29,51000,Jeollanam-do,1/2/2016,7.1,3.9,11.3,63.8
30,60000,Gyeongsangbuk-do,1/2/2016,7.5,2.7,12.6,50.5
31,61000,Gyeongsangnam-do,1/2/2016,4.3,-0.1,9.4,67.6
32,70000,Jeju-do,1/2/2016,12.5,7.8,16.8,62.6
33,10000,Seoul,1/3/2016,6.5,5.1,9.4,80.6
34,11000,Busan,1/3/2016,11.4,7.9,16.6,68.3
35,12000,Daegu,1/3/2016,4.9,-2.3,13.9,77
36,13000,Gwangju,1/3/2016,7.3,3.7,13.7,78.9
37,14000,Incheon,1/3/2016,5.9,4.8,7.9,98
38,15000,Daejeon,1/3/2016,6.9,1,14.1,83.5
39,16000,Ulsan,1/3/2016,7,0.7,15.6,76.4
40,20000,Gyeonggi-do,1/3/2016,6,2.7,10.7,92.1
41,30000,Gangwon-do,1/3/2016,9,5.3,13.8,55.8
42,40000,Chungcheongbuk-do,1/3/2016,3.6,-1.6,11.4,81
43,41000,Chungcheongnam-do,1/3/2016,6.2,2.7,10.7,93.4
44,50000,Jeollabuk-do,1/3/2016,8.4,5.4,14,81.1
45,51000,Jeollanam-do,1/3/2016,9.1,6,13.6,72.4
46,60000,Gyeongsangbuk-do,1/3/2016,9.2,3.6,14.9,53.3
47,61000,Gyeongsangnam-do,1/3/2016,6.7,1.3,14,77.5
48,70000,Jeju-do,1/3/2016,13,10.5,16.2,67
49,10000,Seoul,1/4/2016,2,-2.5,5.3,54.4
50,11000,Busan,1/4/2016,10.4,7.6,15.2,46.3
51,12000,Daegu,1/4/2016,5.8,1.1,11.4,58.1
52,13000,Gwangju,1/4/2016,6.4,2.3,11.4,66.5
53,14000,Incheon,1/4/2016,2.2,-1.8,5.2,72.9
54,15000,Daejeon,1/4/2016,5.1,-0.5,9.6,62.5
55,16000,Ulsan,1/4/2016,7.7,3,13.9,52.8
56,20000,Gyeonggi-do,1/4/2016,3.7,-1,7.5,54.4
57,30000,Gangwon-do,1/4/2016,7.4,3.3,12,33.8
58,40000,Chungcheongbuk-do,1/4/2016,3.9,-2.8,8,54.3
59,41000,Chungcheongnam-do,1/4/2016,2.8,-3.2,6.7,73.6
60,50000,Jeollabuk-do,1/4/2016,5.9,1.6,9.6,70.1
61,51000,Jeollanam-do,1/4/2016,9.9,7.2,14.2,40.1
62,60000,Gyeongsangbuk-do,1/4/2016,7.7,2.3,11.5,41
63,61000,Gyeongsangnam-do,1/4/2016,7.5,3.1,12.3,55.1
64,70000,Jeju-do,1/4/2016,11.7,10.9,12.9,66.3
65,10000,Seoul,1/5/2016,-2.7,-4.8,1.5,39.4
66,11000,Busan,1/5/2016,5.3,3.2,8.1,40.9
67,12000,Daegu,1/5/2016,2.9,0.9,5.9,29.4
68,13000,Gwangju,1/5/2016,2.4,-0.7,5.8,40.3
69,14000,Incheon,1/5/2016,-1.9,-3.6,0.2,46.3
70,15000,Daejeon,1/5/2016,-0.6,-3.4,3.7,45.4
71,16000,Ulsan,1/5/2016,3.9,0.7,7.8,31.9
72,20000,Gyeonggi-do,1/5/2016,-1.1,-3.4,2.6,39.6
73,30000,Gangwon-do,1/5/2016,3,0.4,7.7,16.3
74,40000,Chungcheongbuk-do,1/5/2016,-2,-6.1,2.7,46.5
75,41000,Chungcheongnam-do,1/5/2016,-1.1,-5.4,1.4,59.3
76,50000,Jeollabuk-do,1/5/2016,0.7,-1.9,4.1,53
77,51000,Jeollanam-do,1/5/2016,5,3,7.2,49
78,60000,Gyeongsangbuk-do,1/5/2016,2.5,0.6,6.2,24.9
79,61000,Gyeongsangnam-do,1/5/2016,2.6,0.9,6.7,41.1
80,70000,Jeju-do,1/5/2016,8.5,6.6,11.1,66.9
81,10000,Seoul,1/6/2016,-1.7,-4.9,1.7,54.3
82,11000,Busan,1/6/2016,4.8,1.8,9.9,34.5
83,12000,Daegu,1/6/2016,2.2,-0.8,5.8,47.5
84,13000,Gwangju,1/6/2016,3.3,-1,7.5,54.1
85,14000,Incheon,1/6/2016,-0.3,-2.4,2.5,64.9
86,15000,Daejeon,1/6/2016,-0.1,-5.6,5.4,62.9
87,16000,Ulsan,1/6/2016,3.9,0.2,8.7,34.1
88,20000,Gyeonggi-do,1/6/2016,-0.7,-4.6,3.7,57.9
89,30000,Gangwon-do,1/6/2016,1.9,-0.6,5.8,30.3
90,40000,Chungcheongbuk-do,1/6/2016,-2.1,-7.8,2.7,56.5
91,41000,Chungcheongnam-do,1/6/2016,0.4,-5.8,4,77.6
92,50000,Jeollabuk-do,1/6/2016,1.5,-3.2,5.4,61.6
93,51000,Jeollanam-do,1/6/2016,4.4,0.9,8.1,42.4
94,60000,Gyeongsangbuk-do,1/6/2016,1.7,-2.2,5.5,33.4
95,61000,Gyeongsangnam-do,1/6/2016,2.5,-0.4,5.8,41
96,70000,Jeju-do,1/6/2016,7.3,5.7,8.7,63.4
97,10000,Seoul,1/7/2016,-3.4,-5.9,1.4,51.8
98,11000,Busan,1/7/2016,3.9,1.1,8.5,47.3
99,12000,Daegu,1/7/2016,1.7,-0.7,5.3,50.4
100,13000,Gwangju,1/7/2016,2.7,1.2,5.2,63.4
101,14000,Incheon,1/7/2016,-2.1,-3.7,1.4,61.6
102,15000,Daejeon,1/7/2016,0.1,-2.6,4.1,59.4
103,16000,Ulsan,1/7/2016,3.3,0.6,7.2,38.6
104,20000,Gyeonggi-do,1/7/2016,-1.8,-5.6,3,52.6
105,30000,Gangwon-do,1/7/2016,1.3,-1.6,6.1,29.3
106,40000,Chungcheongbuk-do,1/7/2016,-3.4,-7.6,2.5,54.5
107,41000,Chungcheongnam-do,1/7/2016,0.2,-1,2.3,66
108,50000,Jeollabuk-do,1/7/2016,1.1,-0.2,4.5,62.4
109,51000,Jeollanam-do,1/7/2016,3.5,1.4,6.6,47.8
110,60000,Gyeongsangbuk-do,1/7/2016,1.2,-1.9,4.6,33.3
111,61000,Gyeongsangnam-do,1/7/2016,2.4,-0.4,7,47.1
112,70000,Jeju-do,1/7/2016,7,6.3,8.2,57.6
113,10000,Seoul,1/8/2016,-3.3,-6.9,1,49.8
114,11000,Busan,1/8/2016,2.5,-0.5,6.9,44.1
115,12000,Daegu,1/8/2016,0.8,-1.8,4.5,49.4
116,13000,Gwangju,1/8/2016,1.2,-0.2,4.8,81
117,14000,Incheon,1/8/2016,-1.9,-5.1,1.8,64.1
118,15000,Daejeon,1/8/2016,-1,-4.2,3.4,62
119,16000,Ulsan,1/8/2016,2.2,-0.6,6.7,38.5
120,20000,Gyeonggi-do,1/8/2016,-1.5,-7.3,3.1,54
121,30000,Gangwon-do,1/8/2016,0.5,-2.2,4.4,24
122,40000,Chungcheongbuk-do,1/8/2016,-3.5,-8.9,2.2,53.3
123,41000,Chungcheongnam-do,1/8/2016,-0.9,-4.4,2.9,80.1
124,50000,Jeollabuk-do,1/8/2016,0.9,-2,4.1,67.8
125,51000,Jeollanam-do,1/8/2016,2.2,0.4,5.5,51.5
126,60000,Gyeongsangbuk-do,1/8/2016,0.3,-3.3,4.7,29.5
127,61000,Gyeongsangnam-do,1/8/2016,1,-2.9,5.8,44.6
128,70000,Jeju-do,1/8/2016,6,4.4,7.5,59.9
129,10000,Seoul,1/9/2016,-2.1,-6.2,2.4,57.1
130,11000,Busan,1/9/2016,3.8,-0.4,9.4,46.1
131,12000,Daegu,1/9/2016,1.3,-4.1,7.4,54.4
132,13000,Gwangju,1/9/2016,2.5,-0.3,7.7,65
133,14000,Incheon,1/9/2016,-0.6,-4.1,2.9,70.5
134,15000,Daejeon,1/9/2016,1.4,-1.9,6.1,60.8
135,16000,Ulsan,1/9/2016,3,-1.3,8.7,45.4
136,20000,Gyeonggi-do,1/9/2016,0.2,-3.6,4,56.6
137,30000,Gangwon-do,1/9/2016,1.7,-1.1,5.6,32.8
138,40000,Chungcheongbuk-do,1/9/2016,-0.6,-4.6,3.6,56.1
139,41000,Chungcheongnam-do,1/9/2016,0.4,-2.6,4.2,82.1
140,50000,Jeollabuk-do,1/9/2016,2.7,-0.1,6,63.5
141,51000,Jeollanam-do,1/9/2016,3.2,-0.1,7.3,49.5
142,60000,Gyeongsangbuk-do,1/9/2016,1.4,-2.5,5.6,38.6
143,61000,Gyeongsangnam-do,1/9/2016,1.9,-3.5,7.7,45.5
144,70000,Jeju-do,1/9/2016,7,5.6,8.3,53.9
145,10000,Seoul,1/10/2016,0.3,-2.7,3.8,42.3
146,11000,Busan,1/10/2016,4.8,0.5,10.1,46.1
147,12000,Daegu,1/10/2016,2.1,-3.9,8,58.6
148,13000,Gwangju,1/10/2016,3.7,-0.1,8.5,59.4
149,14000,Incheon,1/10/2016,1.3,-1.7,3.4,53.6
150,15000,Daejeon,1/10/2016,1.2,-1.8,5.4,63.8
151,16000,Ulsan,1/10/2016,3.1,-2.8,9.8,52
152,20000,Gyeonggi-do,1/10/2016,1.5,-1.8,6.7,45
153,30000,Gangwon-do,1/10/2016,2.8,-1.9,7.8,31
154,40000,Chungcheongbuk-do,1/10/2016,0.5,-3.8,5.2,48.6
155,41000,Chungcheongnam-do,1/10/2016,-0.5,-3.8,5,75.3
156,50000,Jeollabuk-do,1/10/2016,2.8,-1,7.3,64.3
157,51000,Jeollanam-do,1/10/2016,4.9,1.9,9,43.6
158,60000,Gyeongsangbuk-do,1/10/2016,2.4,-3.2,7,45.3
159,61000,Gyeongsangnam-do,1/10/2016,2.4,-2,7.5,50.8
160,70000,Jeju-do,1/10/2016,8.1,6.4,10.9,55.8
161,10000,Seoul,1/11/2016,-3.8,-6.5,0.9,38.3
162,11000,Busan,1/11/2016,4.5,1.7,10.1,27.6
163,12000,Daegu,1/11/2016,1.5,-1.8,5.5,33.9
164,13000,Gwangju,1/11/2016,1.5,-0.9,5.3,48.8
165,14000,Incheon,1/11/2016,-3.5,-5.4,-0.8,52.4
166,15000,Daejeon,1/11/2016,-1.8,-5.4,3.8,54.6
167,16000,Ulsan,1/11/2016,3.5,0.3,8.4,22.3
168,20000,Gyeonggi-do,1/11/2016,-2,-5,2.8,36.6
169,30000,Gangwon-do,1/11/2016,0.1,-2.9,3.5,25.8
170,40000,Chungcheongbuk-do,1/11/2016,-4.4,-8.5,2.1,44.8
171,41000,Chungcheongnam-do,1/11/2016,-2.7,-6.9,1.6,72.9
172,50000,Jeollabuk-do,1/11/2016,-0.1,-3.6,3.6,54.5
173,51000,Jeollanam-do,1/11/2016,3.6,1.4,7.7,39
174,60000,Gyeongsangbuk-do,1/11/2016,1,-2.9,6.2,29.9
175,61000,Gyeongsangnam-do,1/11/2016,2.2,-0.2,5.6,28.1
176,70000,Jeju-do,1/11/2016,6.1,4.3,7.7,57.6
177,10000,Seoul,1/12/2016,-5.2,-9.1,0.7,46
178,11000,Busan,1/12/2016,2.5,-0.9,7.9,26.4
179,12000,Daegu,1/12/2016,-0.5,-5.9,5.2,38.1
180,13000,Gwangju,1/12/2016,-0.3,-4.2,4.1,53.6
181,14000,Incheon,1/12/2016,-4.3,-7.3,-0.5,59.3
182,15000,Daejeon,1/12/2016,-2.7,-7.5,3.4,58.8
183,16000,Ulsan,1/12/2016,2,-1.3,7.7,20.9
184,20000,Gyeonggi-do,1/12/2016,-3.8,-8,1.7,50.6
185,30000,Gangwon-do,1/12/2016,-0.2,-4,4.9,25.9
186,40000,Chungcheongbuk-do,1/12/2016,-5.1,-11.1,1.8,53.4
187,41000,Chungcheongnam-do,1/12/2016,-3.1,-9.1,1.6,76.4
188,50000,Jeollabuk-do,1/12/2016,-1.8,-5.8,2.5,62.5
189,51000,Jeollanam-do,1/12/2016,1.2,-1.6,5.2,33.6
190,60000,Gyeongsangbuk-do,1/12/2016,0.5,-3.5,5.3,20.9
191,61000,Gyeongsangnam-do,1/12/2016,0.4,-2.4,4.5,22.6
192,70000,Jeju-do,1/12/2016,4.9,4.1,6.1,57.6
193,10000,Seoul,1/13/2016,-4.5,-8.2,0.1,63
194,11000,Busan,1/13/2016,1.5,-2.2,6.9,46.4
195,12000,Daegu,1/13/2016,0,-3.9,3.1,57.1
196,13000,Gwangju,1/13/2016,1,-1.3,4.5,70.8
197,14000,Incheon,1/13/2016,-3.4,-6.5,0.4,74.3
198,15000,Daejeon,1/13/2016,-1.5,-3.7,1.5,77.4
199,16000,Ulsan,1/13/2016,1.2,-1.8,5.9,44.6
200,20000,Gyeonggi-do,1/13/2016,-2.9,-7.3,1.8,66.8
201,30000,Gangwon-do,1/13/2016,-1,-4.1,2.3,38
202,40000,Chungcheongbuk-do,1/13/2016,-2.4,-6.1,1.2,64.5
203,41000,Chungcheongnam-do,1/13/2016,-1.6,-4.7,1,87.5
204,50000,Jeollabuk-do,1/13/2016,-0.8,-2.5,1.1,88
205,51000,Jeollanam-do,1/13/2016,1.4,-1.1,5.6,51.3
206,60000,Gyeongsangbuk-do,1/13/2016,-0.4,-4.1,2.4,42.4
207,61000,Gyeongsangnam-do,1/13/2016,-0.2,-3.8,5.2,47
208,70000,Jeju-do,1/13/2016,4.6,2.5,5.7,61.3
209,10000,Seoul,1/14/2016,-3.4,-8.4,1.3,52.1
210,11000,Busan,1/14/2016,2.9,0.2,8.3,50.3
211,12000,Daegu,1/14/2016,0.2,-3,3.9,56.1
212,13000,Gwangju,1/14/2016,1.4,-0.6,5.8,74.4
213,14000,Incheon,1/14/2016,-2.3,-6.2,1.5,65.6
214,15000,Daejeon,1/14/2016,-1.3,-6.5,3.7,57.5
215,16000,Ulsan,1/14/2016,1.1,-1.8,5.7,53.1
216,20000,Gyeonggi-do,1/14/2016,-3.5,-10.2,1.1,65.4
217,30000,Gangwon-do,1/14/2016,-0.8,-4.1,3.4,32.9
218,40000,Chungcheongbuk-do,1/14/2016,-2.9,-9.2,1.6,51.4
219,41000,Chungcheongnam-do,1/14/2016,-2.4,-7.4,2.1,78.9
220,50000,Jeollabuk-do,1/14/2016,-0.1,-2,4,72.1
221,51000,Jeollanam-do,1/14/2016,2.7,0.2,6.6,48.6
222,60000,Gyeongsangbuk-do,1/14/2016,-1.2,-5.2,3.1,37.3
223,61000,Gyeongsangnam-do,1/14/2016,0.8,-2.2,4.6,49.6
224,70000,Jeju-do,1/14/2016,6.4,5,7.9,50.6
225,10000,Seoul,1/15/2016,-0.4,-4.3,5.3,52.3
226,11000,Busan,1/15/2016,4.2,-0.5,10.6,45.6
227,12000,Daegu,1/15/2016,-0.3,-6,6.8,66.3
228,13000,Gwangju,1/15/2016,2.6,-2.2,8.4,63.5
229,14000,Incheon,1/15/2016,1,-2.1,5.3,61.1
230,15000,Daejeon,1/15/2016,0.5,-3.7,6.4,70.5
231,16000,Ulsan,1/15/2016,1.5,-4.5,8.8,58.3
232,20000,Gyeonggi-do,1/15/2016,-0.3,-4.2,5,73.4
233,30000,Gangwon-do,1/15/2016,0,-3.9,4.8,44.5
234,40000,Chungcheongbuk-do,1/15/2016,-2.6,-7.1,3.6,75.3
235,41000,Chungcheongnam-do,1/15/2016,0.5,-5.1,5.6,82.4
236,50000,Jeollabuk-do,1/15/2016,1.8,-2,6.4,71.4
237,51000,Jeollanam-do,1/15/2016,3.7,-0.1,7.9,53.8
238,60000,Gyeongsangbuk-do,1/15/2016,-0.7,-6.6,5.8,50.9
239,61000,Gyeongsangnam-do,1/15/2016,1.2,-3.6,6.6,51.8
240,70000,Jeju-do,1/15/2016,7.1,4.5,11,56.9
241,10000,Seoul,1/16/2016,-0.2,-2.1,2.8,68
242,11000,Busan,1/16/2016,5.7,2.3,10.4,50.9
243,12000,Daegu,1/16/2016,0.6,-4.8,8.3,68.9
244,13000,Gwangju,1/16/2016,4.6,0.6,10,59.5
245,14000,Incheon,1/16/2016,2.2,0.1,5.5,77.1
246,15000,Daejeon,1/16/2016,0.9,-4.4,8.2,73.8
247,16000,Ulsan,1/16/2016,2.8,-1.8,8.7,63.1
248,20000,Gyeonggi-do,1/16/2016,1.7,-2.3,4.9,69.5
249,30000,Gangwon-do,1/16/2016,1.4,-2.5,6.3,46.9
250,40000,Chungcheongbuk-do,1/16/2016,-2.1,-7.7,5.7,70.5
251,41000,Chungcheongnam-do,1/16/2016,2.3,-2.1,7.1,82
252,50000,Jeollabuk-do,1/16/2016,3.2,-0.9,8.9,65.6
253,51000,Jeollanam-do,1/16/2016,5.8,3.7,9.4,50.3
254,60000,Gyeongsangbuk-do,1/16/2016,1.2,-4.4,9.1,51.6
255,61000,Gyeongsangnam-do,1/16/2016,1.8,-1.9,6.4,59.5
256,70000,Jeju-do,1/16/2016,7.5,4.2,11.1,64
257,10000,Seoul,1/17/2016,1.7,-0.7,5.4,64
258,11000,Busan,1/17/2016,6.6,5.1,10.3,77.4
259,12000,Daegu,1/17/2016,1.4,-1.8,4.5,81.5
260,13000,Gwangju,1/17/2016,3.7,2.4,6.6,76.5
261,14000,Incheon,1/17/2016,2.5,1,5.2,79.6
262,15000,Daejeon,1/17/2016,1.7,-1,5.3,84
263,16000,Ulsan,1/17/2016,4.5,0.5,8.6,80
264,20000,Gyeonggi-do,1/17/2016,2.5,-1.5,6.5,68.4
265,30000,Gangwon-do,1/17/2016,3.6,-0.5,7.2,60.4
266,40000,Chungcheongbuk-do,1/17/2016,1.5,-3.9,5.8,71.6
267,41000,Chungcheongnam-do,1/17/2016,2.3,-2.7,7.2,81.3
268,50000,Jeollabuk-do,1/17/2016,3.2,1.4,5.8,81.5
269,51000,Jeollanam-do,1/17/2016,5.8,5,6.7,60.5
270,60000,Gyeongsangbuk-do,1/17/2016,3,-1.3,5.5,81.3
271,61000,Gyeongsangnam-do,1/17/2016,3.1,0.5,7.3,71.1
272,70000,Jeju-do,1/17/2016,8.9,7.4,10.4,83.6
273,10000,Seoul,1/18/2016,-6.3,-12.3,0.4,59.8
274,11000,Busan,1/18/2016,2.3,-4,6.9,57.4
275,12000,Daegu,1/18/2016,-0.2,-5.1,3.7,62.1
276,13000,Gwangju,1/18/2016,-0.8,-4.4,3.2,84.9
277,14000,Incheon,1/18/2016,-5.9,-10.6,1.8,73.5
278,15000,Daejeon,1/18/2016,-3.1,-8.5,1.6,75.5
279,16000,Ulsan,1/18/2016,2.2,-3.8,6.1,52.9
280,20000,Gyeonggi-do,1/18/2016,-4.7,-10.2,1.8,60.6
281,30000,Gangwon-do,1/18/2016,-1.1,-9.7,4.5,46
282,40000,Chungcheongbuk-do,1/18/2016,-3.9,-10,2.3,59.5
283,41000,Chungcheongnam-do,1/18/2016,-3.8,-8.1,2.3,83.4
284,50000,Jeollabuk-do,1/18/2016,-1.9,-5.8,2.5,85.5
285,51000,Jeollanam-do,1/18/2016,1,-3.6,5.5,55.3
286,60000,Gyeongsangbuk-do,1/18/2016,-0.3,-7.2,4.5,52.8
287,61000,Gyeongsangnam-do,1/18/2016,0.6,-4.8,4.9,50.3
288,70000,Jeju-do,1/18/2016,4.1,-0.3,8.9,66.3
289,10000,Seoul,1/19/2016,-12.8,-15.1,-8.9,45.9
290,11000,Busan,1/19/2016,-3.1,-5.4,0.7,36.8
291,12000,Daegu,1/19/2016,-6.3,-8.5,-3.6,46.8
292,13000,Gwangju,1/19/2016,-4.5,-5.8,-2,79.5
293,14000,Incheon,1/19/2016,-11.2,-13.2,-8.4,61.4
294,15000,Daejeon,1/19/2016,-8.3,-11.2,-5.3,66
295,16000,Ulsan,1/19/2016,-3.9,-5.9,-0.3,32.4
296,20000,Gyeonggi-do,1/19/2016,-10.5,-12.9,-6.8,49.6
297,30000,Gangwon-do,1/19/2016,-8.4,-11.9,-4.3,24.9
298,40000,Chungcheongbuk-do,1/19/2016,-10.3,-13.1,-7,41.8
299,41000,Chungcheongnam-do,1/19/2016,-7.7,-9.1,-5.9,74.1
300,50000,Jeollabuk-do,1/19/2016,-7.3,-9.8,-4.7,76.8
301,51000,Jeollanam-do,1/19/2016,-3.5,-4.8,-0.3,50.6
302,60000,Gyeongsangbuk-do,1/19/2016,-7.5,-9.6,-4.4,30.6
303,61000,Gyeongsangnam-do,1/19/2016,-4.8,-6.7,-1.6,31.6
304,70000,Jeju-do,1/19/2016,1.5,-0.4,3.1,61.9
305,10000,Seoul,1/20/2016,-10.5,-14.5,-5.2,43.6
306,11000,Busan,1/20/2016,-2.5,-6.6,2,36.1
307,12000,Daegu,1/20/2016,-5.4,-8.8,-1.8,49.5
308,13000,Gwangju,1/20/2016,-4.5,-6.8,-0.8,64.1
309,14000,Incheon,1/20/2016,-9.4,-12.8,-6.2,59.9
310,15000,Daejeon,1/20/2016,-8.1,-12,-3.5,67.9
311,16000,Ulsan,1/20/2016,-3.7,-7.9,1.5,42.4
312,20000,Gyeonggi-do,1/20/2016,-9,-12.6,-5,49.5
313,30000,Gangwon-do,1/20/2016,-4.5,-9.8,2.3,34.6
314,40000,Chungcheongbuk-do,1/20/2016,-11.2,-15.8,-5.9,54.9
315,41000,Chungcheongnam-do,1/20/2016,-8.3,-11.4,-5,83.4
316,50000,Jeollabuk-do,1/20/2016,-6.7,-9.9,-4,68.6
317,51000,Jeollanam-do,1/20/2016,-2.9,-5.4,0.6,41.5
318,60000,Gyeongsangbuk-do,1/20/2016,-5.8,-10.1,-1.4,34.8
319,61000,Gyeongsangnam-do,1/20/2016,-4.8,-8.5,-1,39.9
320,70000,Jeju-do,1/20/2016,2.4,1.5,3.6,64.4
321,10000,Seoul,1/21/2016,-7.1,-10.2,-2.3,44.3
322,11000,Busan,1/21/2016,-0.9,-3.5,3.3,29.9
323,12000,Daegu,1/21/2016,-3.4,-7.8,0.4,38.9
324,13000,Gwangju,1/21/2016,-3,-5.3,0.8,59.8
325,14000,Incheon,1/21/2016,-6.5,-9.1,-3.4,61
326,15000,Daejeon,1/21/2016,-5.7,-8.8,-0.5,64.5
327,16000,Ulsan,1/21/2016,-1.6,-5.6,3.1,31.5
328,20000,Gyeonggi-do,1/21/2016,-5.8,-9.8,-1.4,53.4
329,30000,Gangwon-do,1/21/2016,-2.5,-5.7,2.7,29.5
330,40000,Chungcheongbuk-do,1/21/2016,-7.9,-12.7,-1.9,55
331,41000,Chungcheongnam-do,1/21/2016,-6.3,-10.8,-1.9,78.9
332,50000,Jeollabuk-do,1/21/2016,-4.7,-7.3,-2,68.5
333,51000,Jeollanam-do,1/21/2016,-1.8,-3.8,1.2,34.5
334,60000,Gyeongsangbuk-do,1/21/2016,-2.2,-5.6,2.4,26
335,61000,Gyeongsangnam-do,1/21/2016,-2.9,-6.2,0.9,30.8
336,70000,Jeju-do,1/21/2016,2.9,2.2,3.9,67.5
337,10000,Seoul,1/22/2016,-7.6,-11.1,-3.8,40.5
338,11000,Busan,1/22/2016,0.8,-2.7,6.7,23.9
339,12000,Daegu,1/22/2016,-2.1,-5.2,1.6,32
340,13000,Gwangju,1/22/2016,-2.8,-6.5,1.1,44.6
341,14000,Incheon,1/22/2016,-6.5,-9.1,-4,49.8
342,15000,Daejeon,1/22/2016,-5.7,-10.9,-0.3,59.1
343,16000,Ulsan,1/22/2016,-0.2,-5.3,5.4,24.3
344,20000,Gyeonggi-do,1/22/2016,-5.8,-10.6,-1.5,38.4
345,30000,Gangwon-do,1/22/2016,-1.6,-5,2.5,22.1
346,40000,Chungcheongbuk-do,1/22/2016,-7.5,-13.8,-1.3,49.3
347,41000,Chungcheongnam-do,1/22/2016,-5.9,-12,-2.3,71.5
348,50000,Jeollabuk-do,1/22/2016,-5,-9.1,-1,62.8
349,51000,Jeollanam-do,1/22/2016,-0.2,-3.7,4.6,30.1
350,60000,Gyeongsangbuk-do,1/22/2016,-1.2,-5,3.3,23.3
351,61000,Gyeongsangnam-do,1/22/2016,-1.6,-5,2.6,21
352,70000,Jeju-do,1/22/2016,2.8,1.6,4.3,57.1
353,10000,Seoul,1/23/2016,-11.5,-16,-8.3,42
354,11000,Busan,1/23/2016,-2.9,-8.5,1.1,32
355,12000,Daegu,1/23/2016,-5.8,-10.7,-2.3,37.6
356,13000,Gwangju,1/23/2016,-5.8,-8.4,-3.2,60.8
357,14000,Incheon,1/23/2016,-10.6,-14.9,-7,57
358,15000,Daejeon,1/23/2016,-8.2,-11.5,-4.7,64.8
359,16000,Ulsan,1/23/2016,-3.4,-8.7,0.4,26.9
360,20000,Gyeonggi-do,1/23/2016,-9.5,-14.3,-6.1,37.4
361,30000,Gangwon-do,1/23/2016,-6.2,-10.7,-2.4,19.6
362,40000,Chungcheongbuk-do,1/23/2016,-8.6,-12.2,-5.5,28.1
363,41000,Chungcheongnam-do,1/23/2016,-8.5,-12.3,-4.4,76.9
364,50000,Jeollabuk-do,1/23/2016,-7.2,-10.3,-4.4,63.9
365,51000,Jeollanam-do,1/23/2016,-3.7,-8.4,-1.1,36
366,60000,Gyeongsangbuk-do,1/23/2016,-5.1,-11.2,-1.6,19.9
367,61000,Gyeongsangnam-do,1/23/2016,-5.2,-11.1,0.2,28.9
368,70000,Jeju-do,1/23/2016,-0.5,-4.1,3.4,79.9
369,10000,Seoul,1/24/2016,-14.4,-18,-10.5,48.5
370,11000,Busan,1/24/2016,-7.6,-10.2,-4.2,45.4
371,12000,Daegu,1/24/2016,-10.2,-13,-7.6,49
372,13000,Gwangju,1/24/2016,-9.5,-11.7,-7.7,77.6
373,14000,Incheon,1/24/2016,-13.1,-16.3,-10.5,60.1
374,15000,Daejeon,1/24/2016,-12.7,-17,-8.7,70.5
375,16000,Ulsan,1/24/2016,-8.1,-11.4,-4.9,36.3
376,20000,Gyeonggi-do,1/24/2016,-12.6,-16.2,-8.5,48.6
377,30000,Gangwon-do,1/24/2016,-9.8,-14.7,-4.3,24
378,40000,Chungcheongbuk-do,1/24/2016,-13.4,-16.6,-8.9,40.3
379,41000,Chungcheongnam-do,1/24/2016,-10.3,-12.7,-7.2,82
380,50000,Jeollabuk-do,1/24/2016,-10.8,-13,-8.5,70.5
381,51000,Jeollanam-do,1/24/2016,-7.5,-8.9,-6,50.6
