id,code,province,date,avg_temp,min_temp,max_temp,avg_relative_humidity
11069,51000,Jeollanam-do,11/22/2017,9.6,6.8,13,58.1
11070,60000,Gyeongsangbuk-do,11/22/2017,7.1,3.2,12.6,45.8
11071,61000,Gyeongsangnam-do,11/22/2017,8.5,4.3,12.6,52.4
11072,70000,Jeju-do,11/22/2017,12.3,10.1,15.3,69.5
11073,10000,Seoul,11/23/2017,0.9,-2.5,4.7,49.3
11074,11000,Busan,11/23/2017,5.6,2.7,10.4,40.1
11075,12000,Daegu,11/23/2017,3.4,0.1,7.2,43
11076,13000,Gwangju,11/23/2017,4.6,2.3,8.5,65.8
11077,14000,Incheon,11/23/2017,1.8,-1,4.3,54.8
11078,15000,Daejeon,11/23/2017,1.1,-2.4,6,72.3
11079,16000,Ulsan,11/23/2017,4.4,-0.2,9.2,36.9
11080,20000,Gyeonggi-do,11/23/2017,1.4,-3.2,6.5,61.1
11081,30000,Gangwon-do,11/23/2017,2.9,-0.2,6,26.3
11082,40000,Chungcheongbuk-do,11/23/2017,-0.4,-6,5.3,61.9
11083,41000,Chungcheongnam-do,11/23/2017,2.3,-3.4,7.1,67.4
11084,50000,Jeollabuk-do,11/23/2017,2.4,,5.4,76.3
11085,51000,Jeollanam-do,11/23/2017,5.1,2.8,9.1,59.8
11086,60000,Gyeongsangbuk-do,11/23/2017,3.1,-0.9,7.3,32.8
11087,61000,Gyeongsangnam-do,11/23/2017,4.4,1.5,9.3,43.5
11088,70000,Jeju-do,11/23/2017,9.7,8.9,11.2,51.6
11089,10000,Seoul,11/24/2017,-0.4,-2.5,2.9,62.5
11090,11000,Busan,11/24/2017,5.8,1.9,11,47.6
11091,12000,Daegu,11/24/2017,2.5,-1,7.8,67
11092,13000,Gwangju,11/24/2017,5,1.7,10.6,62.4
11093,14000,Incheon,11/24/2017,0.1,-1.7,2.1,66.1
11094,15000,Daejeon,11/24/2017,0.9,-1.2,3.7,90.6
11095,16000,Ulsan,11/24/2017,4.1,-1.2,9.5,54.8
11096,20000,Gyeonggi-do,11/24/2017,0.3,-2.5,4.5,77.4
11097,30000,Gangwon-do,11/24/2017,2.1,-1.1,5.7,35.6
11098,40000,Chungcheongbuk-do,11/24/2017,-1,-5.2,2.5,78.1
11099,41000,Chungcheongnam-do,11/24/2017,0.9,-2.2,3.9,88.4
11100,50000,Jeollabuk-do,11/24/2017,2.6,-0.3,7.3,85.3
11101,51000,Jeollanam-do,11/24/2017,6.1,2.8,10.6,52.8
11102,60000,Gyeongsangbuk-do,11/24/2017,2.4,-2.2,6.8,53.8
11103,61000,Gyeongsangnam-do,11/24/2017,4.7,-0.4,10.8,52
11104,70000,Jeju-do,11/24/2017,10.3,8.3,13,52.9
11105,10000,Seoul,11/25/2017,3,-3.3,7.3,77.6
11106,11000,Busan,11/25/2017,7.2,1.6,11.6,55.4
11107,12000,Daegu,11/25/2017,3.3,-3.5,11.2,63.6
11108,13000,Gwangju,11/25/2017,6.6,-0.3,13.7,72.3
11109,14000,Incheon,11/25/2017,4.6,-1.3,8.9,77.1
11110,15000,Daejeon,11/25/2017,6.1,-1.6,11.2,71.4
11111,16000,Ulsan,11/25/2017,6,-1.4,10.9,58.5
11112,20000,Gyeonggi-do,11/25/2017,4.2,-3.6,9.7,86
11113,30000,Gangwon-do,11/25/2017,4.8,-1.5,10.7,51.4
11114,40000,Chungcheongbuk-do,11/25/2017,2.6,-7.6,9.9,69.6
11115,41000,Chungcheongnam-do,11/25/2017,5.2,-3.2,11.9,86.3
11116,50000,Jeollabuk-do,11/25/2017,6.8,-0.5,12.4,67.6
11117,51000,Jeollanam-do,11/25/2017,6.8,2.2,10.7,72
11118,60000,Gyeongsangbuk-do,11/25/2017,4.8,-4.4,11.4,46.1
11119,61000,Gyeongsangnam-do,11/25/2017,5.6,0.5,10.8,65.5
11120,70000,Jeju-do,11/25/2017,12,7.7,16.2,54.1
11121,10000,Seoul,11/26/2017,3.3,-0.3,7.6,71.6
11122,11000,Busan,11/26/2017,12.2,8,16.8,57.1
11123,12000,Daegu,11/26/2017,6.6,2.1,14,73.4
11124,13000,Gwangju,11/26/2017,8.2,4,16.3,74.4
11125,14000,Incheon,11/26/2017,2.8,-0.1,7.3,71.5
11126,15000,Daejeon,11/26/2017,7.1,1.1,11.1,74.9
11127,16000,Ulsan,11/26/2017,10.9,6.6,17,59.9
11128,20000,Gyeonggi-do,11/26/2017,4.5,-0.5,10.2,71.8
11129,30000,Gangwon-do,11/26/2017,5.5,1.8,8.9,61.4
11130,40000,Chungcheongbuk-do,11/26/2017,5.2,-2.6,10,74.4
11131,41000,Chungcheongnam-do,11/26/2017,5,-2,10.4,80.6
11132,50000,Jeollabuk-do,11/26/2017,8.4,2.9,12.2,72.8
11133,51000,Jeollanam-do,11/26/2017,11.1,8.2,16,68.5
11134,60000,Gyeongsangbuk-do,11/26/2017,7.6,2.6,13.7,58
11135,61000,Gyeongsangnam-do,11/26/2017,11.3,7,17.4,60.1
11136,70000,Jeju-do,11/26/2017,14.1,10.9,17.2,67.5
11137,10000,Seoul,11/27/2017,2.5,-2.9,9.5,53
11138,11000,Busan,11/27/2017,12.3,7.7,17.3,63.3
11139,12000,Daegu,11/27/2017,5.7,-0.6,13.3,73.1
11140,13000,Gwangju,11/27/2017,6,0.3,12.5,68.6
11141,14000,Incheon,11/27/2017,1.7,-2.4,7,58.4
11142,15000,Daejeon,11/27/2017,3.1,-2.4,10.4,79.4
11143,16000,Ulsan,11/27/2017,9.8,3.6,15.5,72
11144,20000,Gyeonggi-do,11/27/2017,2,-3.5,9.4,71.4
11145,30000,Gangwon-do,11/27/2017,6.7,1.2,13.6,52.6
11146,40000,Chungcheongbuk-do,11/27/2017,0.8,-4.7,10.3,81.5
11147,41000,Chungcheongnam-do,11/27/2017,2,-4,8.9,72.3
11148,50000,Jeollabuk-do,11/27/2017,3.9,-0.9,9.8,73.6
11149,51000,Jeollanam-do,11/27/2017,9.9,6.9,14.1,64.4
11150,60000,Gyeongsangbuk-do,11/27/2017,7.1,1.8,14.2,69.9
11151,61000,Gyeongsangnam-do,11/27/2017,9.3,4.1,14.5,62.1
11152,70000,Jeju-do,11/27/2017,9.4,7.4,11.8,65.3
11153,10000,Seoul,11/28/2017,6.4,1.3,11.2,64.1
11154,11000,Busan,11/28/2017,14.1,10.7,19.8,68.6
11155,12000,Daegu,11/28/2017,8.4,1.2,15.5,74.4
11156,13000,Gwangju,11/28/2017,9.3,2.7,15.3,81.8
11157,14000,Incheon,11/28/2017,6,0.8,10,69.8
11158,15000,Daejeon,11/28/2017,5.8,0.2,12.8,84.1
11159,16000,Ulsan,11/28/2017,12.8,6.1,19.9,71.4
11160,20000,Gyeonggi-do,11/28/2017,5.6,-0.7,12.2,76.4
11161,30000,Gangwon-do,11/28/2017,11.5,4.6,16.3,41
11162,40000,Chungcheongbuk-do,11/28/2017,3.4,-2.5,12.7,80.9
11163,41000,Chungcheongnam-do,11/28/2017,6,-1.4,11.7,83.4
11164,50000,Jeollabuk-do,11/28/2017,7.4,1.4,14.4,81.4
11165,51000,Jeollanam-do,11/28/2017,12.1,8.3,16.1,78.5
11166,60000,Gyeongsangbuk-do,11/28/2017,10.1,4,17.2,61.8
11167,61000,Gyeongsangnam-do,11/28/2017,11.5,5.6,18.1,79
11168,70000,Jeju-do,11/28/2017,12.5,7,16.1,87.6
11169,10000,Seoul,11/29/2017,3.2,-1.8,8.1,48.3
11170,11000,Busan,11/29/2017,12.8,10.4,17.2,47.9
11171,12000,Daegu,11/29/2017,9.4,4.6,14.3,46.3
11172,13000,Gwangju,11/29/2017,8.8,4.8,11.9,56
11173,14000,Incheon,11/29/2017,2.2,-2.4,8.5,52.3
11174,15000,Daejeon,11/29/2017,6.4,1.7,10.7,53.1
11175,16000,Ulsan,11/29/2017,11.3,7.6,15.8,49
11176,20000,Gyeonggi-do,11/29/2017,4.3,-1.5,8.5,48.5
11177,30000,Gangwon-do,11/29/2017,10.6,7.7,15.5,34.1
11178,40000,Chungcheongbuk-do,11/29/2017,5.7,2,9.9,49.5
11179,41000,Chungcheongnam-do,11/29/2017,4.5,0.8,9.7,57.9
11180,50000,Jeollabuk-do,11/29/2017,7,2.7,11,54.5
11181,51000,Jeollanam-do,11/29/2017,12.1,8.7,14.9,50.5
11182,60000,Gyeongsangbuk-do,11/29/2017,9.9,5.5,14.1,45
11183,61000,Gyeongsangnam-do,11/29/2017,11.6,8,15.4,51
11184,70000,Jeju-do,11/29/2017,12.1,9.2,14.5,74.1
11185,10000,Seoul,11/30/2017,-2.4,-5.2,2.7,26.8
11186,11000,Busan,11/30/2017,7.3,1.7,11.1,20.1
11187,12000,Daegu,11/30/2017,4.1,-0.5,8.2,20.5
11188,13000,Gwangju,11/30/2017,3.1,-0.2,8.1,33.8
11189,14000,Incheon,11/30/2017,-2.6,-4.7,0.6,35.8
11190,15000,Daejeon,11/30/2017,-0.3,-3.8,5,42.5
11191,16000,Ulsan,11/30/2017,5.6,0.7,9.1,21.5
11192,20000,Gyeonggi-do,11/30/2017,-1.3,-4.3,3.8,30.9
11193,30000,Gangwon-do,11/30/2017,4.5,-1,8,16.4
11194,40000,Chungcheongbuk-do,11/30/2017,-0.4,-3.9,4.1,30.8
11195,41000,Chungcheongnam-do,11/30/2017,0.3,-1.9,2.4,48.6
11196,50000,Jeollabuk-do,11/30/2017,0.9,-1.4,5.5,42.8
11197,51000,Jeollanam-do,11/30/2017,6.3,1.2,11.2,25.5
11198,60000,Gyeongsangbuk-do,11/30/2017,4.8,-1.1,9.2,21.4
11199,61000,Gyeongsangnam-do,11/30/2017,5.7,0.6,10,17.3
11200,70000,Jeju-do,11/30/2017,7.4,5,9.7,60.9
11201,10000,Seoul,12/1/2017,-2.2,-7.6,3.1,49.4
11202,11000,Busan,12/1/2017,2.4,-1.3,7.9,26.6
11203,12000,Daegu,12/1/2017,0.2,-2.6,4.4,29.9
11204,13000,Gwangju,12/1/2017,1.9,-0.8,6.8,38.1
11205,14000,Incheon,12/1/2017,-1.6,-6.2,2.6,59.1
11206,15000,Daejeon,12/1/2017,-0.6,-6.5,4.4,38.3
11207,16000,Ulsan,12/1/2017,0.9,-2.2,5.7,23.4
11208,20000,Gyeonggi-do,12/1/2017,-1.6,-6.3,4.6,54
11209,30000,Gangwon-do,12/1/2017,0.8,-3.4,5.1,23
11210,40000,Chungcheongbuk-do,12/1/2017,-2.9,-9.7,3.1,44.1
11211,41000,Chungcheongnam-do,12/1/2017,-0.2,-4.9,4.6,58.5
11212,50000,Jeollabuk-do,12/1/2017,0.1,-3.3,4.6,37.6
11213,51000,Jeollanam-do,12/1/2017,2.9,0.1,7.1,38.1
11214,60000,Gyeongsangbuk-do,12/1/2017,-0.8,-4,4.9,22.5
11215,61000,Gyeongsangnam-do,12/1/2017,0.8,-2.1,5.3,30.1
11216,70000,Jeju-do,12/1/2017,6,3.9,8.2,59.3
11217,10000,Seoul,12/2/2017,1.9,-4.6,8.1,59.9
11218,11000,Busan,12/2/2017,5,0.4,10.7,38.3
11219,12000,Daegu,12/2/2017,1.7,-4.5,8.4,44
11220,13000,Gwangju,12/2/2017,2.6,-2.1,8.1,58.5
11221,14000,Incheon,12/2/2017,2.8,-2.7,7.1,68.8
11222,15000,Daejeon,12/2/2017,2,-2.5,7.6,56.1
11223,16000,Ulsan,12/2/2017,3.3,-3.3,9.1,42.6
11224,20000,Gyeonggi-do,12/2/2017,1.1,-5,7.1,72.9
11225,30000,Gangwon-do,12/2/2017,4.4,-0.6,9.4,31.8
11226,40000,Chungcheongbuk-do,12/2/2017,-1.6,-8.1,7.2,64.8
11227,41000,Chungcheongnam-do,12/2/2017,1.9,-4.4,7.5,74.6
11228,50000,Jeollabuk-do,12/2/2017,3.9,-0.2,9.3,51.1
11229,51000,Jeollanam-do,12/2/2017,4.7,0.6,9.1,50.6
11230,60000,Gyeongsangbuk-do,12/2/2017,2.8,-5.2,8.6,31.9
11231,61000,Gyeongsangnam-do,12/2/2017,2.5,-2.1,7.2,44.8
11232,70000,Jeju-do,12/2/2017,6.7,2.9,10.8,59.4
11233,10000,Seoul,12/3/2017,4.9,3.1,8.1,83.1
11234,11000,Busan,12/3/2017,7.9,3,14.5,48.4
11235,12000,Daegu,12/3/2017,4.1,-3.1,12.8,59.9
11236,13000,Gwangju,12/3/2017,6.3,-0.3,13.6,69.5
11237,14000,Incheon,12/3/2017,6.6,3.8,10,83
11238,15000,Daejeon,12/3/2017,5.6,-1.1,12.8,75
11239,16000,Ulsan,12/3/2017,6.6,-1.1,14.6,55.5
11240,20000,Gyeonggi-do,12/3/2017,4.1,1.2,7.9,90.1
11241,30000,Gangwon-do,12/3/2017,7.5,3.7,11,49
11242,40000,Chungcheongbuk-do,12/3/2017,1.5,-4.2,7.8,76.4
11243,41000,Chungcheongnam-do,12/3/2017,6.1,1,10.7,83.3
11244,50000,Jeollabuk-do,12/3/2017,7.1,0.7,14.1,68
11245,51000,Jeollanam-do,12/3/2017,7.6,2.7,11.7,65.5
11246,60000,Gyeongsangbuk-do,12/3/2017,5.3,-1,11.8,58.3
11247,61000,Gyeongsangnam-do,12/3/2017,5.6,-0.6,12.5,60.4
11248,70000,Jeju-do,12/3/2017,10,5.4,14.3,62.4
11249,10000,Seoul,12/4/2017,-1.2,-6.1,4.5,48.1
11250,11000,Busan,12/4/2017,7,-0.5,11.6,41.8
11251,12000,Daegu,12/4/2017,3.2,-1.4,8.2,52.1
11252,13000,Gwangju,12/4/2017,3.2,-1.5,6.7,76.1
11253,14000,Incheon,12/4/2017,-1.1,-5.3,6.1,54.9
11254,15000,Daejeon,12/4/2017,2.3,-2.5,5.9,62.8
11255,16000,Ulsan,12/4/2017,5.6,-0.9,10.1,47.4
11256,20000,Gyeonggi-do,12/4/2017,-0.1,-5,4.4,57
11257,30000,Gangwon-do,12/4/2017,3.5,-2.7,7.1,34.6
11258,40000,Chungcheongbuk-do,12/4/2017,0,-4.3,3.7,57.9
11259,41000,Chungcheongnam-do,12/4/2017,1.6,-1.4,6.6,62.4
11260,50000,Jeollabuk-do,12/4/2017,2.9,-1.4,7.5,67.5
11261,51000,Jeollanam-do,12/4/2017,5.3,-0.1,9.4,57.9
11262,60000,Gyeongsangbuk-do,12/4/2017,3.7,-1.7,8.7,43.5
11263,61000,Gyeongsangnam-do,12/4/2017,5.1,-1.1,10.8,49.9
11264,70000,Jeju-do,12/4/2017,8.9,5.8,12.3,65.9
11265,10000,Seoul,12/5/2017,-4.2,-8.2,-0.4,40.1
11266,11000,Busan,12/5/2017,0.4,-2.4,4.8,34.9
11267,12000,Daegu,12/5/2017,-1.4,-4.1,2.3,36
11268,13000,Gwangju,12/5/2017,-0.3,-3.6,4,59.1
11269,14000,Incheon,12/5/2017,-3.8,-6.6,-1.3,48.8
11270,15000,Daejeon,12/5/2017,-3.2,-7.6,1.8,51.6
11271,16000,Ulsan,12/5/2017,-0.4,-2.9,2.9,34.5
11272,20000,Gyeonggi-do,12/5/2017,-3.5,-6.8,0.7,44.6
11273,30000,Gangwon-do,12/5/2017,-2.3,-5.9,2.2,22
11274,40000,Chungcheongbuk-do,12/5/2017,-5,-7.8,-0.1,43.9
11275,41000,Chungcheongnam-do,12/5/2017,-2.1,-4.8,1.5,59.3
11276,50000,Jeollabuk-do,12/5/2017,-1.5,-4.8,1.8,56
11277,51000,Jeollanam-do,12/5/2017,1,-1.9,5.2,48.1
11278,60000,Gyeongsangbuk-do,12/5/2017,-1.9,-5.4,2.1,27.3
11279,61000,Gyeongsangnam-do,12/5/2017,0,-3.8,4.8,35.6
11280,70000,Jeju-do,12/5/2017,5.4,2.4,7.5,67.3
11281,10000,Seoul,12/6/2017,0.2,-4.5,6,72.6
11282,11000,Busan,12/6/2017,3.8,-1.6,9.8,45.6
11283,12000,Daegu,12/6/2017,0.1,-5.5,7.1,56.3
11284,13000,Gwangju,12/6/2017,3.3,-3.3,9.5,61
11285,14000,Incheon,12/6/2017,1.7,-3.4,4.9,75.5
11286,15000,Daejeon,12/6/2017,1.5,-4.7,7,78.6
11287,16000,Ulsan,12/6/2017,2,-4.6,8,48.1
11288,20000,Gyeonggi-do,12/6/2017,0.9,-3.8,5.7,77.3
11289,30000,Gangwon-do,12/6/2017,1.9,-3.2,7.2,42.4
11290,40000,Chungcheongbuk-do,12/6/2017,-1,-7.5,5,71.5
11291,41000,Chungcheongnam-do,12/6/2017,1.9,-4,5.9,89.6
11292,50000,Jeollabuk-do,12/6/2017,3.4,-2.6,8.9,65.8
11293,51000,Jeollanam-do,12/6/2017,4.1,-1.1,9.6,55.5
11294,60000,Gyeongsangbuk-do,12/6/2017,-0.3,-6.5,6,47.4
11295,61000,Gyeongsangnam-do,12/6/2017,2.1,-3.9,8.3,50.8
11296,70000,Jeju-do,12/6/2017,8.3,5.7,11.3,56.5
11297,10000,Seoul,12/7/2017,0.7,-3.5,4.6,64.5
11298,11000,Busan,12/7/2017,6.9,3.4,11.6,49.8
11299,12000,Daegu,12/7/2017,2.2,-2.6,7.6,60
11300,13000,Gwangju,12/7/2017,3.7,0.4,8.5,77.8
11301,14000,Incheon,12/7/2017,0.5,-2.5,3.9,68.8
11302,15000,Daejeon,12/7/2017,3.2,-0.5,7.5,75.5
11303,16000,Ulsan,12/7/2017,4.8,-0.7,8.8,56
11304,20000,Gyeonggi-do,12/7/2017,1.6,-2.7,7.2,65.8
11305,30000,Gangwon-do,12/7/2017,4,-0.2,8.8,40.1
11306,40000,Chungcheongbuk-do,12/7/2017,1.2,-2.6,4.8,65.3
11307,41000,Chungcheongnam-do,12/7/2017,2.8,0,6.2,69.3
11308,50000,Jeollabuk-do,12/7/2017,4.1,0.9,7.4,74.4
11309,51000,Jeollanam-do,12/7/2017,6.5,3.8,12,57.8
11310,60000,Gyeongsangbuk-do,12/7/2017,2.6,-3.7,7.7,60.6
11311,61000,Gyeongsangnam-do,12/7/2017,4.5,-0.4,10.2,59
11312,70000,Jeju-do,12/7/2017,9.7,7.3,13.2,57.6
11313,10000,Seoul,12/8/2017,-3.8,-7.1,-0.5,41.3
11314,11000,Busan,12/8/2017,1.5,-1.2,5.6,32
11315,12000,Daegu,12/8/2017,-0.3,-3.1,2.8,33.9
11316,13000,Gwangju,12/8/2017,0.2,-1.8,4,70.4
11317,14000,Incheon,12/8/2017,-3.2,-5.5,-1.5,48.1
11318,15000,Daejeon,12/8/2017,-1.7,-4.1,2.6,55.3
11319,16000,Ulsan,12/8/2017,0.7,-2,3.8,28.8
11320,20000,Gyeonggi-do,12/8/2017,-2.6,-5.5,0.8,43.9
11321,30000,Gangwon-do,12/8/2017,-0.2,-3.5,4.6,30.4
11322,40000,Chungcheongbuk-do,12/8/2017,-3.8,-7.4,0,48.6
11323,41000,Chungcheongnam-do,12/8/2017,-1,-2.2,2,62.6
11324,50000,Jeollabuk-do,12/8/2017,-0.5,-2.7,2.7,54.4
11325,51000,Jeollanam-do,12/8/2017,1.1,-0.9,4,49.6
11326,60000,Gyeongsangbuk-do,12/8/2017,-0.8,-3.7,2.7,30
11327,61000,Gyeongsangnam-do,12/8/2017,0.6,-2.3,4.8,34.6
11328,70000,Jeju-do,12/8/2017,5.7,3.8,7.5,62.8
11329,10000,Seoul,12/9/2017,-0.5,-5.6,5.4,46.1
11330,11000,Busan,12/9/2017,3.4,-1.9,8.5,49.1
11331,12000,Daegu,12/9/2017,1.7,-4.3,7,53
11332,13000,Gwangju,12/9/2017,1.9,-1.7,5.4,70.1
11333,14000,Incheon,12/9/2017,0.5,-3.9,4.4,50.9
11334,15000,Daejeon,12/9/2017,1.2,-1.6,4.8,73.5
11335,16000,Ulsan,12/9/2017,3,-3.5,9.1,52.5
11336,20000,Gyeonggi-do,12/9/2017,-0.4,-5.2,4.4,57.3
11337,30000,Gangwon-do,12/9/2017,2.2,-1.9,6.8,31.3
11338,40000,Chungcheongbuk-do,12/9/2017,-1.9,-7.7,3.1,59.3
11339,41000,Chungcheongnam-do,12/9/2017,0.8,-2.9,5.1,76.5
11340,50000,Jeollabuk-do,12/9/2017,2,-1.5,5.6,74.9
11341,51000,Jeollanam-do,12/9/2017,4.4,-1.2,8.8,56.5
11342,60000,Gyeongsangbuk-do,12/9/2017,1.1,-4.6,6.5,41.5
11343,61000,Gyeongsangnam-do,12/9/2017,2.7,-3.1,8.1,53.1
11344,70000,Jeju-do,12/9/2017,8.8,6.3,11.7,54.5
11345,10000,Seoul,12/10/2017,1.1,-2.5,6.7,67.9
11346,11000,Busan,12/10/2017,6.7,3.9,10.8,60.9
11347,12000,Daegu,12/10/2017,4.1,-0.5,11,62.6
11348,13000,Gwangju,12/10/2017,4.8,1.6,9.6,79.6
11349,14000,Incheon,12/10/2017,2.6,-2.1,8.3,72.9
11350,15000,Daejeon,12/10/2017,3.1,-1,8.1,83.6
11351,16000,Ulsan,12/10/2017,5.8,-0.1,11,62.5
11352,20000,Gyeonggi-do,12/10/2017,1.8,-1.4,7.2,76.8
11353,30000,Gangwon-do,12/10/2017,4.6,0.9,8.8,43.9
11354,40000,Chungcheongbuk-do,12/10/2017,0.8,-3.8,5.5,75.8
11355,41000,Chungcheongnam-do,12/10/2017,4.1,-1.4,9.9,76.3
11356,50000,Jeollabuk-do,12/10/2017,5.4,0.3,9.8,75.5
11357,51000,Jeollanam-do,12/10/2017,7.3,5,11,67.4
11358,60000,Gyeongsangbuk-do,12/10/2017,4.6,-2.4,12,52.6
11359,61000,Gyeongsangnam-do,12/10/2017,4.9,1.1,10.2,69.3
11360,70000,Jeju-do,12/10/2017,10.6,8.1,13.3,60.3
11361,10000,Seoul,12/11/2017,-7,-11,-2.5,40.5
11362,11000,Busan,12/11/2017,1.2,-3.2,5.7,37.6
11363,12000,Daegu,12/11/2017,-1.6,-5.7,2.9,39.6
11364,13000,Gwangju,12/11/2017,0,-2.2,4.2,66.8
11365,14000,Incheon,12/11/2017,-6.4,-9.9,-2.1,48.4
11366,15000,Daejeon,12/11/2017,-4.2,-8.2,0,70.5
11367,16000,Ulsan,12/11/2017,-0.1,-4.6,5.4,36.6
11368,20000,Gyeonggi-do,12/11/2017,-5.7,-9.8,-1.3,42.8
11369,30000,Gangwon-do,12/11/2017,-4.3,-8.1,0.9,21.1
11370,40000,Chungcheongbuk-do,12/11/2017,-5.4,-9.4,-0.3,35.6
11371,41000,Chungcheongnam-do,12/11/2017,-3.3,-5.6,0.5,62.4
11372,50000,Jeollabuk-do,12/11/2017,-2.8,-5.6,0.3,79.1
11373,51000,Jeollanam-do,12/11/2017,1.1,-2,5,53.5
11374,60000,Gyeongsangbuk-do,12/11/2017,-2.4,-6.7,3.1,24.1
11375,61000,Gyeongsangnam-do,12/11/2017,0.4,-3.8,4.8,39.6
11376,70000,Jeju-do,12/11/2017,6.2,3.5,9.3,60.1
11377,10000,Seoul,12/12/2017,-9.4,-12.3,-5.2,41.9
11378,11000,Busan,12/12/2017,-2.7,-6.1,1.6,30.5
11379,12000,Daegu,12/12/2017,-4.8,-8.2,-1,31.9
11380,13000,Gwangju,12/12/2017,-3.3,-5.5,1.1,58.8
11381,14000,Incheon,12/12/2017,-8.7,-11.1,-6.2,50.9
11382,15000,Daejeon,12/12/2017,-6.9,-11.4,-2,61.1
11383,16000,Ulsan,12/12/2017,-4.1,-7.6,-0.5,24.6
11384,20000,Gyeonggi-do,12/12/2017,-7.9,-11.2,-3.2,44.5
11385,30000,Gangwon-do,12/12/2017,-5.7,-8.8,-1.1,21.4
11386,40000,Chungcheongbuk-do,12/12/2017,-9.5,-14.5,-4.2,47.9
11387,41000,Chungcheongnam-do,12/12/2017,-5.2,-8.3,-2.6,64.6
11388,50000,Jeollabuk-do,12/12/2017,-5.2,-7.9,-2.1,61
11389,51000,Jeollanam-do,12/12/2017,-2.4,-5,0.7,48.9
11390,60000,Gyeongsangbuk-do,12/12/2017,-5.6,-9.4,-1.3,23.1
11391,61000,Gyeongsangnam-do,12/12/2017,-3.8,-6.9,0.3,33.4
11392,70000,Jeju-do,12/12/2017,3.2,2.2,4.6,64.1
11393,10000,Seoul,12/13/2017,-8.7,-12,-4.4,42
11394,11000,Busan,12/13/2017,-1.3,-5.8,4.5,20.6
11395,12000,Daegu,12/13/2017,-3.3,-7,1.8,25
11396,13000,Gwangju,12/13/2017,-2.5,-5,1.6,49.3
11397,14000,Incheon,12/13/2017,-7.7,-10.2,-4.7,44.4
11398,15000,Daejeon,12/13/2017,-5.9,-9.9,0.5,55.3
11399,16000,Ulsan,12/13/2017,-2.1,-6.2,3.2,17.3
11400,20000,Gyeonggi-do,12/13/2017,-7.2,-11.3,-1.9,40.6
11401,30000,Gangwon-do,12/13/2017,-2.7,-7,2.8,19.9
11402,40000,Chungcheongbuk-do,12/13/2017,-9.5,-14.5,-1.8,53.6
11403,41000,Chungcheongnam-do,12/13/2017,-5.8,-9.3,-1,66
11404,50000,Jeollabuk-do,12/13/2017,-4.4,-7.3,0,57.3
11405,51000,Jeollanam-do,12/13/2017,-1.2,-3.8,3,37.6
11406,60000,Gyeongsangbuk-do,12/13/2017,-3.6,-8.5,1.8,19.4
11407,61000,Gyeongsangnam-do,12/13/2017,-2.5,-6.8,2.3,24
11408,70000,Jeju-do,12/13/2017,3.3,2.5,4.8,61.3
11409,10000,Seoul,12/14/2017,-6.6,-11.2,-1.9,42.9
11410,11000,Busan,12/14/2017,2.9,-3.4,9.8,20.1
11411,12000,Daegu,12/14/2017,-2.8,-10.2,3.7,37.5
11412,13000,Gwangju,12/14/2017,-0.9,-7.2,4.7,38.6
11413,14000,Incheon,12/14/2017,-6.2,-9.6,-2.6,47.4
11414,15000,Daejeon,12/14/2017,-4.9,-11,0.8,60
11415,16000,Ulsan,12/14/2017,1.1,-4.9,7.6,31.6
11416,20000,Gyeonggi-do,12/14/2017,-5.8,-11.5,-0.6,50.8
11417,30000,Gangwon-do,12/14/2017,-0.3,-5.2,5.3,36.9
11418,40000,Chungcheongbuk-do,12/14/2017,-8.3,-14.3,-1.3,64
11419,41000,Chungcheongnam-do,12/14/2017,-5.4,-11,-0.5,60.1
11420,50000,Jeollabuk-do,12/14/2017,-3.7,-9.4,1.3,58.4
11421,51000,Jeollanam-do,12/14/2017,0.9,-4.2,5.8,37.3
11422,60000,Gyeongsangbuk-do,12/14/2017,0,-6.1,8.2,39.8
11423,61000,Gyeongsangnam-do,12/14/2017,-0.3,-6.2,5.2,27.6
11424,70000,Jeju-do,12/14/2017,5.1,0.7,7.7,57.4
11425,10000,Seoul,12/15/2017,-3,-7.5,0.9,52.6
11426,11000,Busan,12/15/2017,4.8,1,9.9,22.9
11427,12000,Daegu,12/15/2017,0.6,-6.5,6.5,34.1
11428,13000,Gwangju,12/15/2017,1.5,-3.7,7.1,46.1
11429,14000,Incheon,12/15/2017,-2.5,-6.6,1.1,56.3
11430,15000,Daejeon,12/15/2017,-1.3,-8.1,3.6,50.5
11431,16000,Ulsan,12/15/2017,3.5,-1.4,8.9,28.6
11432,20000,Gyeonggi-do,12/15/2017,-2.6,-8.6,1.6,55
11433,30000,Gangwon-do,12/15/2017,2.5,-1.4,5.6,27.4
11434,40000,Chungcheongbuk-do,12/15/2017,-3.5,-11.5,1.3,55.4
11435,41000,Chungcheongnam-do,12/15/2017,-1.7,-9,3.6,66.9
11436,50000,Jeollabuk-do,12/15/2017,-0.5,-6.3,4.6,50.4
11437,51000,Jeollanam-do,12/15/2017,4.2,-0.1,8.8,34.8
11438,60000,Gyeongsangbuk-do,12/15/2017,2.1,-1.6,6.5,31.1
11439,61000,Gyeongsangnam-do,12/15/2017,2.5,-2.9,7.3,25.6
11440,70000,Jeju-do,12/15/2017,6.9,4.3,9.3,58.8
11441,10000,Seoul,12/16/2017,-5.7,-8.1,-2.6,43.1
